"Indicador","Sector","ISO Alfa3","ISO N","Código","País","Año","Valor","Unidad"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2003","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2004","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2005","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2006","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2007","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2008","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2009","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2010","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2011","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2012","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2013","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2014","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2015","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2016","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2017","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2018","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2019","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2020","","GWh"
"Consumo de electricidad","Agro, pesca y minería","ECU","218","América Latina","Ecuador","2021","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1970","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1971","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1972","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1973","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1974","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1975","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1976","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1977","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1978","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1979","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1980","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1981","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1982","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1983","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1984","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1985","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1986","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1987","46.511627197266","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1988","42.530628204346","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1989","57.394256591797","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1990","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1991","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1992","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1993","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1994","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1995","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1996","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1997","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1998","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","1999","","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2000","890.2939631","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2001","878.6098436","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2002","883.7391785","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2003","801.9985956","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2004","928.1689156","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2005","952.6961942","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2006","1058.810750711","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2007","606.537999551","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2008","858.893683869","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2009","362.366830404","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2010","347.120791595","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2011","457.643633065","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2012","473.456483571","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2013","623.182517187","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2014","579.220088142","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2015","594.347806281","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2016","371.935758579","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2017","399.452869063","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2018","559.499500979","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2019","514.910238109","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2020","552.817047324","GWh"
"Consumo de electricidad","Construcción y otros","ECU","218","América Latina","Ecuador","2021","627.615793857","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1970","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1971","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1972","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1973","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1974","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1975","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1976","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1977","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1978","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1979","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1980","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1981","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1982","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1983","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1984","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1985","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1986","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1987","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1988","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1989","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1990","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1991","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1992","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1993","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1994","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1995","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1996","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1997","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1998","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","1999","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2000","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2001","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2002","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2003","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2004","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2005","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2006","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2007","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2008","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2009","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2010","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2011","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2012","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2013","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2014","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2015","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2016","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2017","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2018","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2019","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2020","","GWh"
"Consumo de electricidad","Transporte","SLV","222","América Latina","El Salvador","2021","","GWh"
"Consumo de electricidad","Industrial","SLV","222","América Latina","El Salvador","1970","245","GWh"
